,id,title,overview,poster_path,popularity,release_date,vote_average,original_language,vote_average,vote_count,release_date
2844,22302,Polytechnique,A dramatization of the Montreal Massacre of 1989 where several female engineering students were murdered by an unstable misogynist.,/egrQHkjUyBcYoz8U6QmzZfWu1Jy.jpg,11.159,2009-02-06,7.2,fr,7.2,549,2009-02-06
2845,3549,After the Wedding,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.",/29t5x0Aj4cQJJC9jNR3VWS7l3JL.jpg,11.736,2006-02-24,7.2,da,7.2,368,2006-02-24
2846,758323,The Pope's Exorcist,"Father Gabriele Amorth, Chief Exorcist of the Vatican, investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.",/jFC4LS5qTAT3PinzdEzINfu1CV9.jpg,416.82,2023-04-05,7.2,en,7.2,1826,2023-04-05
2847,280795,Haider,A young man returns to Kashmir after his father's disappearance to confront his uncle - the man he suspects to have a role in his father's fate.,/lOCotkHPODWdsRDMoLbSdLdVT3L.jpg,7.392,2014-10-02,7.2,hi,7.2,203,2014-10-02
2848,12481,The Big Boss,"Cheng is a young Chinese mainlander who moves in with his expatriate cousins to work at an ice factory in Thailand. He does this with a family promise never to get involved in any fights. However, when members of his family begin disappearing after meeting the management of the factory, the resulting mystery and pressures force him to break that vow and take on the villainy of the Big Boss.",/9VFYDWYnAhXAgyqgs94lwNmMBbk.jpg,27.864,1971-10-03,7.2,zh,7.2,657,1971-10-03
2849,12230,One Hundred and One Dalmatians,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement. In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perdita's owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anita's old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat.",/mRY84MJeWKnp9joev82QtslJFvk.jpg,57.763,1961-01-25,7.2,en,7.2,5774,1961-01-25
2850,11109,Vera Drake,Abortionist Vera Drake finds her beliefs and practices clash with the mores of 1950s Britain – a conflict that leads to tragedy for her family.,/uzmqruEqR3Q1cwLF6AhaocoC5jt.jpg,15.293,2004-10-22,7.2,en,7.2,316,2004-10-22
2851,8088,Broken Embraces,"Harry Caine, a blind writer, reaches this moment in time when he has to heal his wounds from 14 years back. He was then still known by his real name, Mateo Blanco, and directing his last movie.",/uPTOKnc9bzPp1emH3TyuKOGIylQ.jpg,11.314,2009-03-18,7.2,es,7.2,595,2009-03-18
2852,272878,Max,A dog that helped soldiers in Afghanistan returns to the U.S. and is adopted by his handler's family after suffering a traumatic experience.,/d3ACos3t4YwXML8keTA0wKN8e36.jpg,17.908,2015-06-26,7.2,en,7.2,742,2015-06-26
2853,504949,The King,"England, 15th century. Hal, a capricious prince who lives among the populace far from court, is forced by circumstances to reluctantly accept the throne and become Henry V.",/8u0QBGUbZcBW59VEAdmeFl9g98N.jpg,21.19,2019-10-11,7.2,en,7.2,2906,2019-10-11
2854,294016,Trumbo,The career of screenwriter Dalton Trumbo is halted by a witch hunt in the late 1940s when he defies the anti-communist HUAC committee and is blacklisted.,/2RERIRnZkROSeHZAIf8PSxhzOqs.jpg,11.398,2015-10-27,7.2,en,7.2,1462,2015-10-27
2855,117691,Gangs of Wasseypur - Part 1,"In 1970s India, a young man vows to take revenge on the man who killed his father decades earlier.",/yd7ltAY4j2tRrLAFpVVqh9EhahC.jpg,15.865,2012-06-22,7.2,hi,7.2,316,2012-06-22
2856,98120,Piazza Fontana: The Italian Conspiracy,"On December 12, 1969, a bomb kills 17 people at the Piazza Fontana national bank in Milan, Italy, marking the beginning of the Years of Lead. Local anarchists are scapegoated for the massacre by police and the media, but a lone prosecutor uncovers a conspiracy of far-right groups, corrupt secret services, and other interests that seek to undermine democracy.",/inb8F0LJtAGoWmfLppwmPmPmSf5.jpg,7.319,2012-03-30,7.2,it,7.2,212,2012-03-30
2857,20410,Scooby-Doo and the Alien Invaders,"A cosmic case of flying saucers, intergalactic intrigue and out-of-this-world romance launches Scooby-Doo! and the Mystery Inc., Gang into their most unearthly adventure ever.",/sr3j6B3fLrZKnOvembNERKSayCv.jpg,16.521,2000-10-03,7.2,en,7.2,328,2000-10-03
2858,4538,The Darjeeling Limited,"Three American brothers who have not spoken to each other in a year set off on a train voyage across India with a plan to find themselves and bond with each other -- to become brothers again like they used to be. Their ""spiritual quest"", however, veers rapidly off-course (due to events involving over-the-counter pain killers, Indian cough syrup, and pepper spray).",/oSW5OVXTulaIXcoNwJAp5YEKpbP.jpg,19.543,2007-09-07,7.2,en,7.2,3209,2007-09-07
2859,327,Brother,"A Japanese Yakuza gangster’s deadly existence in his homeland gets him exiled to Los Angeles, where he is taken in by his little brother and his brother’s gang.",/rjgNhmndEKCPiIxK14bTr2FiwYR.jpg,13.83,2000-12-13,7.2,en,7.2,384,2000-12-13
2860,581997,Batman vs Teenage Mutant Ninja Turtles,"Batman, Batgirl and Robin forge an alliance with the Teenage Mutant Ninja Turtles to fight against the Turtles' sworn enemy, The Shredder, who has apparently teamed up with Ra's Al Ghul and The League of Assassins.",/yP3h0Pu8htyb9450mWJ9Vu1rU.jpg,40.487,2019-03-31,7.2,en,7.2,417,2019-03-31
2861,118628,English Vinglish,"In the United States for the first time, an Indian housewife with a limited command of English turns Manhattan into her personal language school.",/ccEVR8sf18psGH5daio9y7OGu93.jpg,9.796,2012-09-21,7.2,hi,7.2,229,2012-09-21
2862,26617,Five Easy Pieces,"A drop-out from upper-class America picks up work along the way on oil-rigs when his life isn't spent in a squalid succession of bars, motels, and other points of interest.",/AciLTjLqyHiEA0lq35CV4Atnm4v.jpg,12.36,1970-09-12,7.2,en,7.2,448,1970-09-12
2863,2024,The Patriot,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",/fWZd815QxUCUcrWQZwUkAp9ljG.jpg,39.735,2000-06-28,7.2,en,7.2,3512,2000-06-28
2864,530385,Midsommar,"Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.",/7LEI8ulZzO5gy9Ww2NVCrKmHeDZ.jpg,50.18,2019-07-03,7.2,en,7.2,6103,2019-07-03
2865,49047,Gravity,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",/wmUeEacsFZzDndaeOtNNmy26rYJ.jpg,32.468,2013-10-03,7.2,en,7.2,14399,2013-10-03
2866,8879,Pale Rider,A mysterious preacher protects a humble prospector village from a greedy mining company trying to encroach on their land.,/kpAN5WnDEVWYzMDPkXHTbrDQuak.jpg,19.278,1985-06-28,7.2,en,7.2,924,1985-06-28
2867,505954,T-34,"In 1944, a courageous group of Russian soldiers managed to escape from German captivity in a half-destroyed legendary T-34 tank. Those were the times of unforgettable bravery, fierce fighting, unbreakable love, and legendary miracles.",/7oZA31r9NzVGBZOKs5qmKwZyraZ.jpg,11.51,2018-12-27,7.2,ru,7.2,771,2018-12-27
2868,19625,Munna Bhai M.B.B.S.,A gangster sets out to fulfill his father's dream of becoming a doctor.,/nZNUTxGsSB4nLEC9Bpa2xfu81qV.jpg,9.407,2003-12-19,7.2,hi,7.2,256,2003-12-19
2869,15283,Pom Poko,"The Raccoons of the Tama Hills are being forced from their homes by the rapid development of houses and shopping malls. As it becomes harder to find food and shelter, they decide to band together and fight back. The Raccoons practice and perfect the ancient art of transformation until they are even able to appear as humans in hilarious circumstances.",/zat2MMhejQyJJN6CucLI9Or9kdo.jpg,21.776,1994-07-16,7.2,ja,7.2,885,1994-07-16
2870,13001,Stargate: The Ark of Truth,"SG-1 searches for an ancient weapon which could help them defeat the Ori, and discover it may be in the Ori's own home galaxy. As the Ori prepare to send ships through to the Milky Way to attack Earth, SG-1 travels to the Ori galaxy aboard the Odyssey. The International Oversight committee have their own plans and SG-1 finds themselves in a distant galaxy fighting two powerful enemies.",/wsKsWoRxhCuw2dczg1rx9fUAhIp.jpg,17.631,2008-03-11,7.2,en,7.2,431,2008-03-11
2871,281338,War for the Planet of the Apes,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",/d2ZyDGCb1LkctCJpjl2V7ne0RkV.jpg,51.133,2017-07-11,7.2,en,7.2,7984,2017-07-11
2872,205601,Belle,"BELLE is inspired by the true story of Dido Elizabeth Belle, the illegitimate mixed race daughter of a Royal Navy Admiral. Raised by her aristocratic great-uncle Lord Mansfield and his wife, Belle's lineage affords her certain privileges, yet the color of her skin prevents her from fully participating in the traditions of her social standing. Left to wonder if she will ever find love, Belle falls for an idealistic young vicar's son bent on change who, with her help, shapes Lord Mansfield's role as Lord Chief Justice to end slavery in England",/qCK00C3L0bM5jphoYU0gFpG3Hly.jpg,12.082,2013-05-01,7.2,en,7.2,637,2013-05-01
2873,51241,Heartbeats,"Francis is a young gay man, Marie is a young straight woman and the two of them are best friends -- until the day the gorgeous Nicolas walks into a Montreal coffee shop. The two friends, instantly and equally infatuated, compete for Nicolas' indeterminate affections, a conflict that climaxes when the trio visit the vacation home of Nicolas' mother. The frothy comedy unfolds through narrative, fantasy sequences and confessional monologues.",/AgsocxzosJ3yPRDuvj3h5kwoGy9.jpg,7.7,2010-10-09,7.2,fr,7.2,967,2010-10-09
2874,9820,The Parent Trap,"Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. Unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places.",/dNqgjqxHIdfsQRQL5XTujNfX9pj.jpg,57.986,1998-07-28,7.2,en,7.2,3761,1998-07-28
2875,2280,Big,When a young boy makes a wish at a carnival machine to be big—he wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman.,/eWhCDJiwxvx3YXkAFRiHjimnF0j.jpg,41.243,1988-06-03,7.2,en,7.2,3258,1988-06-03
2876,606,Out of Africa,"Out of Africa tells the story of the life of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on the autobiographical novel by Karen Blixen from 1937.",/3ao9wNPTdpFDWVMyqDZGZnSGpz5.jpg,19.646,1985-12-20,7.2,en,7.2,1235,1985-12-20
2877,59421,Bedevilled,"A woman subject to mental, physical, and sexual abuse on a remote island seeks a way out.",/uqvG28xhk34ExPZYu2wRGmKB34h.jpg,19.302,2010-08-19,7.2,ko,7.2,346,2010-08-19
2878,40807,50/50,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",/8f9tM9JVB4ETBhxlQcXIjLckArl.jpg,18.186,2011-09-30,7.2,en,7.2,3468,2011-09-30
2879,9660,Operation Petticoat,"A World War II submarine commander finds himself stuck with a damaged sub, a con-man executive officer, and a group of army nurses.",/pIsm8JvpFZidVxKexv5UgoCjwpZ.jpg,11.091,1959-12-05,7.2,en,7.2,304,1959-12-05
2880,11837,Watership Down,"When the warren belonging to a community of rabbits is threatened, a brave group led by Fiver, Bigwig, Blackberry and Hazel leave their homeland in a search of a safe new haven.",/q9ZcNxfquJbMTd6UfhAlJbmLBts.jpg,11.575,1978-10-14,7.2,en,7.2,551,1978-10-14
2881,68722,The Master,"Freddie, a volatile, heavy-drinking veteran who suffers from post-traumatic stress disorder, finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion"" he forms after World War II.",/rUSjbyvYWN9H4az8xt0tDtU7I6v.jpg,20.68,2012-09-07,7.2,en,7.2,2695,2012-09-07
2882,62395,The Miracle of Marcelino,"Left on the doorstep of a monastery as an infant, Marcelino was raised by the monks. He was well-cared for but lonely and missed having a mother. One day he found a special friend in the forbidden attic, hanging on a cross. A friend that would repay Marcelino's kindness by granting him one heart-felt wish.",/nuG0fflMePgEZbdup0p8zcI3a4W.jpg,16.474,1955-02-24,7.2,es,7.2,231,1955-02-24
2883,11414,The Defiant Ones,Two convicts—a white racist and an angry black man—escape while chained to each other.,/tGGNyImEXgedDjrCORbC9cTJp0X.jpg,8.934,1958-08-14,7.2,en,7.2,211,1958-08-14
2884,8963,Crimson Tide,"After the Cold War, a breakaway Russian republic with nuclear warheads becomes a possible worldwide threat. U.S. submarine Capt. Frank Ramsey signs on a relatively green but highly recommended Lt. Cmdr. Ron Hunter to the USS Alabama, which may be the only ship able to stop a possible Armageddon. When Ramsay insists that the Alabama must act aggressively, Hunter, fearing they will start rather than stop a disaster, leads a potential mutiny to stop him.",/21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg,24.575,1995-05-12,7.2,en,7.2,1549,1995-05-12
2885,6615,Lars and the Real Girl,"Extremely shy Lars finds it impossible to make friends or socialize. His brother and sister-in-law worry about him, so when he announces that he has a girlfriend he met on the Internet, they are overjoyed. But Lars' new lady is a life-size plastic woman. On the advice of a doctor, his family and the rest of the community go along with his delusion.",/sR7D809Q0vak9oqYTGJ0PFHvz0I.jpg,17.04,2007-10-12,7.2,en,7.2,1604,2007-10-12
2886,336050,Son of Saul,"In the horror of 1944 Auschwitz, a prisoner forced to burn the corpses of his own people finds moral survival trying to save from the flames the body of a boy he takes for his son.",/9ZcX6NjCJam5uwkooXffhHI29Lj.jpg,10.589,2015-06-11,7.2,hu,7.2,960,2015-06-11
2887,32961,The Lavender Hill Mob,A meek bank clerk who oversees the shipments of bullion joins with an eccentric neighbor to steal gold bars and smuggle them out of the country.,/k0MfdrAshO2247Z9xu1FyulK5i9.jpg,9.157,1951-06-28,7.2,en,7.2,204,1951-06-28
2888,7913,Rang De Basanti,"After a group of friends graduate from Delhi University, they listlessly haunt their old campus, until a British filmmaker casts them in a film she's making about freedom fighters under British rule. Although the group is largely apolitical, the tragic death of a friend owing to local government corruption awakens their patriotism. Inspired by the freedom fighters they represent in the film, the friends collectively decide to avenge the killing.",/f1bF8CHzEu621bPSIg6XiUNAabh.jpg,10.181,2006-01-26,7.2,hi,7.2,390,2006-01-26
2889,836225,The Exorcism of God,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",/hangTmbxpSV4gpHG7MgSlCWSSFa.jpg,106.028,2022-03-11,7.2,en,7.2,892,2022-03-11
2890,811634,The Monkey King: Reborn,"When the irritable monkey king visits a temple together with his master Tang Monk, he feels offended because of a trifle and thereupon accidentally destroys a magic tree growing on the sacred ground. This brings an ancient demon king back to life, who promptly kidnaps Tang Monk to take revenge for his long imprisonment. The monkey king and his followers have only three days to not only save their master but also to prevent the demon king from regaining his full powers and destroying the world…",/67YXOoKGODyGvJXfXzVmgHNXYh8.jpg,29.43,2021-04-02,7.2,zh,7.2,263,2021-04-02
2891,501170,Doctor Sleep,"Still irrevocably scarred by the trauma he endured as a child at the Overlook, Dan Torrance has fought to find some semblance of peace. But that peace is shattered when he encounters Abra, a courageous teenager with her own powerful extrasensory gift, known as the 'shine'. Instinctively recognising that Dan shares her power, Abra has sought him out, desperate for his help against the merciless Rose the Hat and her followers.",/p69QzIBbN06aTYqRRiCOY1emNBh.jpg,34.088,2019-10-30,7.2,en,7.2,3925,2019-10-30
2892,396371,Molly's Game,"Molly Bloom, a young skier and former Olympic hopeful becomes a successful entrepreneur (and a target of an FBI investigation) when she establishes a high-stakes, international poker game.",/in43bQ7k0ttr666IPP94IlbQbTR.jpg,24.517,2017-12-07,7.2,en,7.2,3416,2017-12-07
2893,279229,Sapphire Blue,"Gwen has just discovered, that she's the final member of the secret time-traveling Circle of Twelve. Now she has to juggle with constant trips to the past, her relationships with Gideon and figuring out dark secrets surrounding the Circle.",/ct7fs7uSHph9ewGhWaZMrzbgnwZ.jpg,9.091,2014-08-14,7.2,de,7.2,937,2014-08-14
2894,11485,Take the Money and Run,"Virgil Starkwell is intent on becoming a notorious bank robber. Unfortunately for Virgil and his not-so-budding career, he is completely incompetent.",/dT7cKFxsuHzSnDBxKeP5acoIpWZ.jpg,10.975,1969-08-18,7.2,en,7.2,672,1969-08-18
2895,8438,Murder in the First,"Inspired by a true story. A petty criminal sent to Alcatraz in the 1930s is caught attempting to make an escape. As punishment he is put in solitary confinement. The maximum stay is supposed to be 19 days, but Henri spends years alone, cold and in complete darkness, only to emerge a madman and soon to be a murderer. The story follows a rookie lawyer attempting to prove that Alcatraz was to blame.",/sU37ONoL9qUyYXUhubJSYH9tEoc.jpg,11.957,1995-01-20,7.2,en,7.2,506,1995-01-20
2896,754067,Vicky and Her Mystery,"Stéphane decides to move to the beautiful mountains of Cantal in order to reconnect with his 8-year-old daughter, Victoria, who has been silent since her mother's disappearance. During a walk in the forest, a shepherd gives Victoria a puppy named ""Mystery"" who will gradually give her a taste for life. But very quickly, Stéphane discovers that the animal is in reality a wolf… Despite the warnings and the danger of this situation, he cannot bring himself to separate his daughter from this seemingly harmless ball of hair.",/u6fBXfWU7jaG0zWYiOvh1myEQC.jpg,12.346,2021-12-15,7.2,fr,7.2,462,2021-12-15
2897,21183,Fluke,"Workaholic Thomas Johnson dies in an auto accident and comes back to life as a dog. Remembering some of who he was, he returns to his wife and son to protect them from the man who caused his accident. But, as time goes by, he remembers more of his life, and realizes he wasn't such a good husband and father.",/k7BHqoTWJPpoSpfCzzUjAduuIbX.jpg,12.679,1995-06-02,7.2,en,7.2,240,1995-06-02
2898,209764,The Terror Live,A newsman discovers he's been rigged with a bomb after he has an exclusive interview with a terrorist who blew up a bridge.,/9VFBtfMRKh5Yfd8jQ4kPhhD441D.jpg,7.945,2013-07-31,7.2,ko,7.2,205,2013-07-31
2899,14299,Cadillac Records,"The story of sex, violence, race and rock and roll in 1950s Chicago, and the exciting but turbulent lives of some of America's musical legends, including Muddy Waters, Leonard Chess, Little Walter, Howlin' Wolf, Etta James and Chuck Berry.",/u2GtllItFwaXMLj4uCeKYt9wf4l.jpg,14.438,2008-12-05,7.2,en,7.2,384,2008-12-05
2900,11093,House of Sand and Fog,"Behrani, an Iranian immigrant buys a California bungalow, thinking he can fix it up, sell it again, and make enough money to send his son to college. However, the house is the legal property of former drug addict Kathy. After losing the house in an unfair legal dispute with the county, she is left with nowhere to go. Wanting her house back, she hires a lawyer and befriends a police officer. Neither Kathy nor Behrani have broken the law, so they find themselves involved in a difficult moral dilemma.",/ol3qMk1NYw1pma49FXSz9SUja4d.jpg,11.836,2003-12-19,7.2,en,7.2,664,2003-12-19
2901,10223,A Simple Plan,"Captivated by the lure of sudden wealth, the quiet rural lives of two brothers erupt into conflicts of greed, paranoia and distrust when over $4 million in cash is discovered at the remote site of a downed small airplane. Their simple plan to retain the money while avoiding detection opens a Pandora's box when the fear of getting caught triggers panicked behavior and leads to virulent consequences.",/wO2gH7DMqpMeHlj5QmDhW4IkgAr.jpg,14.189,1998-12-11,7.2,en,7.2,778,1998-12-11
2902,527435,The Christmas Chronicles,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas.",/5Il2EMSF2KecrUKZPuen6BZmaCP.jpg,16.555,2018-11-22,7.2,en,7.2,1927,2018-11-22
2903,385128,F9,Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.,/bOFaAXmWWXC3Rbv4u4uM9ZSzRXP.jpg,78.064,2021-05-19,7.2,en,7.2,6595,2021-05-19
2904,109410,42,"In 1946, Branch Rickey (Harrison Ford), owner of the Brooklyn Dodgers, took a stand against Major League Baseball's infamous colour line when he signed Jackie Robinson (Chadwick Boseman) to the team. The deal put both men in the crosshairs of the public, the press and even other players. Facing unabashed racism from every side, Robinson was forced to demonstrate tremendous courage and let his talent on the field wins over fans and his teammates – silencing his critics and forever changing the world by changing the game of baseball.",/iZ7jVGQWj3eBUdqwAPUlKk0BaS2.jpg,23.697,2013-04-12,7.2,en,7.2,1635,2013-04-12
2905,25126,Six Shooter,"Overwhelmed by grief following the death of his wife, Donnelly shares a train carriage home with a troubled young man identified only as the ‘Kid’. As the Kid becomes more agitated and foul-mouthed, the journey takes on a violent and dangerous hue – for the bereaved Donnelly and for other hapless passengers on the train.",/hBJTJi0SH4avrBr7OQqBZuYPvmA.jpg,8.273,2004-10-14,7.2,en,7.2,216,2004-10-14
2906,13920,Radio,"High school football coach, Harold Jones befriends Radio, a mentally-challenged man who becomes a student at T.L. Hanna High School in Anderson, South Carolina. Their friendship extends over several decades, where Radio transforms from a shy, tormented man into an inspiration to his community.",/uQ6ci4iFHhB6TWB2f4wftR7AEly.jpg,16.78,2003-10-24,7.2,en,7.2,612,2003-10-24
2907,833417,Full Time,Julie finally gets an interview for a job where she can raise her children better only to run into a national transit strike.,/nH6MyOu4wdHnI3Im7PtpaqVRGQB.jpg,8.734,2022-03-16,7.1,fr,7.1,202,2022-03-16
2908,509364,By the Grace of God,"Alexandre lives in Lyon with his wife and children. One day, he discovered by chance that the priest who abused him to scouts always officiates with children. He then starts a fight, quickly joined by François and Emmanuel, also victims of the priest, to ""release their word"" on what they suffered.",/qbwcnAdBkfGBIbQ1xdQZtiUg2lf.jpg,9.063,2019-02-20,7.1,fr,7.1,495,2019-02-20
2909,11660,Following,"Bill, an idle, unemployed aspiring writer, walks the crowded streets of London following randomly chosen strangers, a seemingly innocent entertainment that becomes dangerous when he crosses paths with a mysterious character.",/3bX6VVSMf0dvzk5pMT4ALG5A92d.jpg,12.354,1999-04-02,7.2,en,7.2,1387,1999-04-02
2910,373226,Belzebuth,"While leading a police investigation of a massacre in a public school at the border of Mexico and U.S.A, special Agent Emanuel Ritter links this strange case to the coming and rising of the ancient demon Belzebuth. But in order to stop the trail of upcoming infanticides, Ritter shall have to confront himself before dealing with the forces of good and evil.",/em79Vu871uUVZEpBY6qkO5O6psP.jpg,12.837,2019-01-11,7.1,es,7.1,297,2019-01-11
2911,340270,The Healer,The film follows a man with an unwanted gift for healing who meets a teenager with cancer who helps him to find himself.,/mwBsg7cFE7GwDPKP4Pv26w2Txmp.jpg,17.57,2017-02-17,7.1,en,7.1,461,2017-02-17
2912,130739,A Coffee in Berlin,A fateful day pushes an aimless college dropout to stop wasting his time and finally engage with life.,/gy58pmCztFrpxaRM9rGhv93LgCP.jpg,6.897,2012-11-01,7.1,de,7.1,301,2012-11-01
2913,595671,Never Rarely Sometimes Always,A pair of teenage girls in rural Pennsylvania travel to New York City to seek out medical help after an unintended pregnancy.,/7yiSyQhhjTFphhfCUcn05tCQxyG.jpg,10.211,2020-03-13,7.1,en,7.1,456,2020-03-13
2914,226448,In Your Eyes,"Two seemingly unconnected souls from different corners of the United States make a telepathic bond that allows them to see, hear and feel the other's experiences, creating a bond that apparently can't be broken.",/4XAaMo2nBZR3eH8HU6AbPkBKEXI.jpg,9.348,2014-04-20,7.1,en,7.1,649,2014-04-20
2915,63831,The Kid with a Bike,"Abandoned by his father, a young boy is left in the hands of an unqualified childcare provider.",/5uRiWyYSAYYScTRe9HP7BHpOQvr.jpg,8.393,2011-05-18,7.1,fr,7.1,380,2011-05-18
2916,18030,Kiss Me Deadly,"One evening, Hammer gives a ride to Christina, an attractive hitchhiker on a lonely country road, who has escaped from the nearby lunatic asylum. Thugs waylay them and force his car to crash. When Hammer returns to semi-consciousness, he hears Christina being tortured until she dies. Hammer, both for vengeance and in hopes that ""something big"" is behind it all, decides to pursue the case.",/z7me91nrpWLHY1mZOB2v20cK0zY.jpg,9.313,1955-04-28,7.1,en,7.1,326,1955-04-28
2917,16161,Baby Boy,"The story of Jody, a misguided, 20-year-old African-American who is really just a baby boy finally forced-kicking and screaming to face the commitments of real life. Streetwise and jobless, he has not only fathered two children by two different women-Yvette and Peanut but still lives with his own mother. He can't seem to strike a balance or find direction in his chaotic life.",/d9b5sDAY2q2u2fWFYZPmt0Cl2p7.jpg,17.767,2001-06-27,7.1,en,7.1,275,2001-06-27
2918,15906,Barbie and the Magic of Pegasus,"Princess Annika escapes the clutches of the evil wizard, explores the wonders of Cloud Kingdom, and teams up with a magnificent winged horse - who turns out to be her sister, Princess Brietta - to defeat the wizard and break the spells that imprisoned her family.",/wqKNLSzGN9lqnmtFFwu40g2eWgQ.jpg,38.022,2005-10-04,7.1,en,7.1,645,2005-10-04
2919,11165,Tora! Tora! Tora!,"In the summer of 1941, the United States and Japan seem on the brink of war after constant embargos and failed diplomacy come to no end. ""Tora! Tora! Tora!"", named after the code words use by the lead Japanese pilot to indicate they had surprised the Americans, covers the days leading up to the attack on Pearl Harbor, which plunged America into the Second World War.",/c311sN931DixuZRer0JGYCwpx9N.jpg,13.911,1970-01-26,7.1,en,7.1,465,1970-01-26
2920,10830,Matilda,An extraordinarily intelligent young girl from a cruel and uncaring family discovers she possesses telekinetic powers and is sent off to a school headed by a tyrannical principal.,/wnLbqoGRGdnPNjMV6rY75wgRamd.jpg,47.497,1996-08-02,7.1,en,7.1,3996,1996-08-02
2921,10618,Once Upon a Time in China II,"Wong Fei-Hung faces the White Lotus Society, a fanatical cult seeking to drive the Europeans out of China through violence, even attacking Chinese who follow Western ways. Wong must also defend Dr. Sun Yat Sen, a revolutionary, from the military.",/qqqHxWRPU5Mmnyo7avPhIu9K9fx.jpg,16.028,1992-04-16,7.2,cn,7.2,215,1992-04-16
2922,2760,The Lodger: A Story of the London Fog,"London. A mysterious serial killer brutally murders young blond women by stalking them in the night fog. One foggy, sinister night, a young man who claims his name is Jonathan Drew arrives at the guest house run by the Bunting family and rents a room.",/tD84zwFeFRf3zG98x558N3PBMV.jpg,11.269,1927-02-14,7.1,en,7.1,249,1927-02-14
2923,524047,Greenland,"John Garrity, his estranged wife and their young son embark on a perilous journey to find sanctuary as a planet-killing comet hurtles toward Earth. Amid terrifying accounts of cities getting levelled, the Garritys experience the best and worst in humanity. As the countdown to the global apocalypse approaches zero, their incredible trek culminates in a desperate and last-minute flight to a possible safe haven.",/bNo2mcvSwIvnx8K6y1euAc1TLVq.jpg,60.008,2020-07-29,7.1,en,7.1,3969,2020-07-29
2924,285733,Barbie and the Secret Door,"It's the ultimate fairytale musical! Barbie stars as Alexa, a shy princess who discovers a secret door in her kingdom and enters a whimsical land filled with magical creatures and surprises. Inside, Alexa meets Romy and Nori, a mermaid and a fairy, who explain that a spoiled ruler named Malucia is trying to take all the magic in the land. To her surprise, Alexa has magical powers in this world, and her new friends are certain that only she can restore their magic. Discover what happens when Alexa finds the courage to stand up for what's right and learns that the power of friendship is far more precious than magic.",/i4BIMP1KZmERVwt4BFXKeBBIDvJ.jpg,14.238,2014-08-30,7.1,en,7.1,362,2014-08-30
2925,123377,Pietà,A loan shark is forced to reconsider his violent lifestyle after the arrival of a mysterious woman claiming to be his long-lost mother.,/cI9SXHxBsEF0cgUTZKDDaPC0ozT.jpg,11.233,2012-09-05,7.1,ko,7.1,325,2012-09-05
